randNumCol,Total Score,Max Points,Status,Submission Time,Lateness (H:M:S),View Count,Submission Count,1: Q1 (15.0 pts),2: Q2 (20.0 pts),3: Q3 (15.0 pts),4: Q4 (5.0 pts)
670589436,55.0,55.0,Graded,2022-11-17 21:52:29 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,5.0
528283788,,55.0,Missing,,,,,,,,
387775822,,55.0,Missing,,,,,,,,
491423621,,55.0,Missing,,,,,,,,
435513629,50.0,55.0,Graded,2022-11-17 22:59:06 -0600,00:00:00,4.0,1.0,15.0,20.0,15.0,0.0
933263408,,55.0,Missing,,,,,,,,
334276170,,55.0,Missing,,,,,,,,
629529492,,55.0,Missing,,,,,,,,
686563160,55.0,55.0,Graded,2022-11-17 16:42:50 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,5.0
739219874,,55.0,Missing,,,,,,,,
394932001,52.0,55.0,Graded,2022-11-14 01:52:17 -0600,00:00:00,0.0,1.0,15.0,17.0,15.0,5.0
239659876,50.0,55.0,Graded,2022-11-20 23:09:16 -0600,71:10:16,0.0,1.0,15.0,20.0,15.0,0.0
312992693,55.0,55.0,Graded,2022-11-17 23:54:27 -0600,00:00:00,2.0,1.0,15.0,20.0,15.0,5.0
269388788,50.0,55.0,Graded,2022-11-17 21:23:13 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,0.0
431198619,55.0,55.0,Graded,2022-11-16 13:43:40 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
989909750,,55.0,Missing,,,,,,,,
987271395,50.0,55.0,Graded,2022-11-17 23:55:04 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
484369130,50.0,55.0,Graded,2022-11-17 23:00:54 -0600,00:00:00,2.0,2.0,15.0,20.0,15.0,0.0
528167595,,55.0,Missing,,,,,,,,
443524764,55.0,55.0,Graded,2022-11-13 12:55:12 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,5.0
173907334,55.0,55.0,Graded,2022-11-17 20:51:04 -0600,00:00:00,3.0,1.0,15.0,20.0,15.0,5.0
692457537,41.0,55.0,Graded,2022-11-17 18:47:48 -0600,00:00:00,0.0,1.0,10.0,20.0,11.0,0.0
538465676,47.0,55.0,Graded,2022-11-17 21:35:38 -0600,00:00:00,4.0,2.0,15.0,17.0,15.0,0.0
265370417,,55.0,Missing,,,,,,,,
591072381,45.75,55.0,Graded,2022-11-17 23:36:51 -0600,00:00:00,0.0,2.0,15.0,14.0,15.0,1.75
776100277,,55.0,Missing,,,,,,,,
903454596,55.0,55.0,Graded,2022-11-16 18:25:14 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,5.0
885343848,,55.0,Missing,,,,,,,,
145881787,,55.0,Missing,,,,,,,,
486223826,44.0,55.0,Graded,2022-11-16 10:21:30 -0600,00:00:00,1.0,1.0,15.0,17.0,12.0,0.0
271449888,,55.0,Missing,,,,,,,,
308884206,50.0,55.0,Graded,2022-11-17 19:13:01 -0600,00:00:00,0.0,2.0,15.0,20.0,15.0,0.0
605557149,,55.0,Missing,,,,,,,,
888839383,,55.0,Missing,,,,,,,,
